sentence,words
"—Lo has tenido toda la noche, déjame un ratito más.",ratito
"—¡Deténgase! —ordenó—. ¡Deténgase ahora mismo, señor! ¡Le prohíbo que le diga nada al muchacho!",diga
"Del interior de la jaula les llegaron unos sonidos, que hicieron pensar a Harry que Norberto le estaba arrancando la cabeza al osito.",sonidos
"—Vamos a intentarlo de nuevo, Potter. ¿Dónde buscarías si te digo que me encuentres un bezoar?",buscarías
"El estrépito fue total. Los que pudieron sumar, además de gritar y aplaudir, se dieron cuenta de que Gryffindor tenía los mismos puntos que Slytherin, cuatrocientos setenta y dos. Si Dumbledore le hubiera dado un punto más a Harry... Pero así no llegaban a ganar.",sumar
"—Sé que usted no tiene ese problema —observó la profesora McGonagall, entre la exasperación y la admiración—. Pero usted es diferente. Todos saben que usted es el único al que Quien-usted... Oh, bueno, Voldemort, tenía miedo.",exasperación
"Deberán pagar en cambio mucho más,",Deberán
"Harry cogió el paquete que estaba más arriba. Estaba envuelto en papel de embalar y tenía escrito: «Para Harry de Hagrid». Contenía una flauta de madera, toscamente trabajada. Era evidente que Hagrid la había hecho. Harry sopló y la flauta emitió un sonido parecido al canto de la lechuza.",Contenía
"—No sé qué está haciendo Harry —murmuró Hagrid. Miró con los binoculares—. Si no lo conociera bien, diría que ha perdido el control de su escoba... pero no puede ser...",conociera
"Un ruido sordo rompió el silencio que los rodeaba. Se fue haciendo más fuerte mientras ellos miraban a ambos lados de la calle, buscando alguna luz. Aumentó hasta ser un rugido mientras los dos miraban hacia el cielo, y entonces una pesada moto cayó del aire y aterrizó en el camino, frente a ellos.",rodeaba
1 telescopio.,telescopio
—Qué detalle —comentó Harry.,detalle
"—Usted no lo entiende, profesora, Harry Potter vendrá. ¡Y con un dragón!",entiende
"—Bueno, Ted —dijo el meteorólogo—, eso no lo sé, pero no sólo las lechuzas han tenido hoy una actitud extraña. Telespectadores de lugares tan apartados como Kent, Yorkshire y Dundee han telefoneado para decirme que en lugar de la lluvia que prometí ayer ¡tuvieron un chaparrón de estrellas fugaces! Tal vez la gente ha comenzado a celebrar antes de tiempo la Noche de las Hogueras. ¡Es la semana que viene, señores! Pero puedo prometerles una noche lluviosa.",Ted
"—Oh, callaos —dijo Percy, el prefecto.",callaos
—¡Déjame verla! —exigió Dudley,Déjame
"Tío Vernon se quedó en casa otra vez. Después de quemar todas las cartas, salió con el martillo y los clavos para asegurar la puerta de atrás y la de delante, para que nadie pudiera salir. Mientras trabajaba, tarareaba De puntillas entre los tulipanes y se sobresaltaba con cualquier ruido.",martillo
Y Ron empujó a Harry para que salieran de la habitación.,salieran
"Filtros y pociones mágicas, Arsenius Jigger.",Arsenius
"—Lo comprenderás después, Neville —dijo Ron, mientras se alejaban para cubrirse con la capa invisible.",comprenderás
"—¡ATRÁPALO! ¡Atrápalo! —rugía otra vez Voldemort, y Quirrell arremetió contra Harry, haciéndolo caer al suelo y apretándole el cuello con las dos manos... La cicatriz de Harry casi lo enceguecía de dolor y, sin embargo, pudo ver a Quirrell chillando desesperado.",Atrápalo
—¿Oyes algo? —susurró Ron.,Oyes
"—¿Os acordáis de ese muchacho de pelo negro que estaba cerca de nosotros, en la estación? ¿Sabéis quién es?",Sabéis
—¿Cuántos días os quedan para las vacaciones? —preguntó Hagrid.,quedan
—Menos mal que está oscuro. No me he ruborizado tanto desde que la señora Pomfrey me dijo que le gustaban mis nuevas orejeras.,ruborizado
"Observaron los pájaros, que volaban sobre sus cabezas, brillando... ¿Brillando?",Observaron
"vez que las pruebes, aunque a primera vista sean diferentes.",pruebes
"El corazón de Harry dio un terrible salto. ¿Una prueba? ¿Delante de todo el colegio? Pero él no sabía nada de magia todavía... ¿Qué haría? No esperaba algo así, justo en el momento en que acababan de llegar. Miró temblando a su alrededor y vio que los demás también parecían aterrorizados. Nadie hablaba mucho, salvo Hermione Granger, que susurraba muy deprisa todos los hechizos que había aprendido y se preguntaba cuál necesitaría. Harry intentó no escucharla. Nunca había estado tan nervioso, nunca, ni siquiera cuando tuvo que llevar a los Dursley un informe del colegio que decía que él, de alguna manera, había vuelto azul la peluca de su maestro. Mantuvo los ojos fijos en la puerta. En cualquier momento, la profesora McGonagall regresaría y lo llevaría a su juicio final.",necesitaría
—Totalmente —dijo Hermione. Se tomó de un trago el contenido de la botellita redondeada y se estremeció.,botellita
"La clase que todos esperaban era Defensa Contra las Artes Oscuras, pero las lecciones de Quirrell resultaron ser casi una broma. Su aula tenía un fuerte olor a ajo, y todos decían que era para protegerse de un vampiro que había conocido en Rumania y del que tenía miedo de que volviera a buscarlo. Su turbante, les dijo, era un regalo de un príncipe africano como agradecimiento por haberlo liberado de un molesto zombi, pero ninguno creía demasiado en su historia. Por un lado, porque cuando Seamus Finnigan se mostró deseoso de saber cómo había derrotado al zombi, el profesor Quirrell se ruborizó y comenzó a hablar del tiempo, y por el otro, porque habían notado que el curioso olor salía del turbante, y los gemelos Weasley insistían en que estaba lleno de ajo, para proteger a Quirrell cuando el vampiro apareciera.",derrotado
"—Venid, seguidme... ¿Hay más de primer año? Mirad bien dónde pisáis. ¡Los de primer año, seguidme!",Venid
"—No lo sé. Pero tengo un mal presentimiento y, de todos modos, ya has tenido muchos encuentros. Filch, Snape y la Señora Norris andan vigilando por ahí ¿Qué importa si no te ven? ¿Y si tropiezan contigo? ¿Y si chocas con algo?",tropiezan
"—Te lo dije, ¿verdad? Te dije que eras famoso. Hasta el profesor Quirrell temblaba al conocerte, aunque te diré que habitualmente tiembla.",conocerte
El niño que vivió,vivió
—Pero ¿qué vas a hacer cuando salga del cascarón? —preguntó Hermione.,cascarón
"—¡Eh, Fred! ¡Ven a ayudar!",ayudar
"Era muy difícil. Harry y Seamus agitaron y golpearon, pero la pluma que debía volar hasta el techo no se movía del pupitre. Seamus se puso tan impaciente que la pinchó con su varita y le prendió fuego, y Harry tuvo que apagarlo con su sombrero.",pinchó
"—Harry. Un nombre vulgar y horrible, si quieres mi opinión.",opinión
"Revolvió en su baúl y sacó una varita muy gastada. En algunas partes estaba astillada y, en la punta, brillaba algo blanco.",Revolvió
"Por esa razón, Harry pasaba tanto tiempo como le resultara posible fuera de la casa, dando vueltas por ahí y pensando en el fin de las vacaciones, cuando podría existir un pequeño rayo de esperanza: en septiembre estudiaría secundaria y, por primera vez en su vida, no iría a la misma clase que su primo. Dudley tenía una plaza en el antiguo colegio de tío Vernon, Smelting. Piers Polkiss también iría allí. Harry en cambio, iría a la escuela secundaria Stonewall, de la zona. Dudley encontraba eso muy divertido.",estudiaría
"—Lo siento mucho, sanguinaria señoría —dijo en tono meloso—. Fue por mi culpa, ha sido una equivocación... no lo vi... por supuesto que no, usted es invisible, perdone al viejo Peeves por su broma, señor.",sanguinaria
"Hasta Harry, que no sabía nada sobre las diferencias en las escobas, pensó que parecía maravillosa. Pulida y brillante, con el mango de caoba, tenía una larga cola de ramitas rectas y, escrito en letras doradas: «Nimbus 2.000».",diferencias
—En el accidente de coche donde tus padres murieron —había dicho—. Y no hagas preguntas.,murieron
"Después de un té con bocadillos de pavo, buñuelos, bizcocho borracho y pastel de Navidad, todos se sintieron tan hartos y soñolientos que no podían hacer otra cosa que irse a la cama; no obstante, permanecieron sentados y observaron a Percy, que perseguía a Fred y George por toda la torre Gryffindor porque le habían robado su insignia de prefecto.",bizcocho
"Tía Petunia también sintió el peligro, porque dijo rápidamente:",sintió
"Los gritos de los de Gryffindor llenaron el aire frío, junto con los silbidos y quejidos de Slytherin.",silbidos
"—¿Qué ha sucedido? —preguntó Hermione, ayudándolo a sentarse junto a Harry y Ron.",ayudándolo
"—Firenze me salvó, pero no debía haberlo hecho... Bane estaba furioso... Hablaba de interferir en lo que los planetas dicen que sucederá... Deben decir que Voldemort ha vuelto... Bane piensa que Firenze debió dejar que Voldemort me matara. Supongo que eso también está escrito en las estrellas.",matara
"Pero aquel día nada iba a salir mal. Incluso estaba bien pasar el día con Dudley y Piers si eso significaba no tener que estar en el colegio, en su alacena, o en el salón de la señora Figg, con su olor a repollo.",iba
Harry se estremeció. No estaba seguro de que el señor Ollivander le gustara mucho. Pagó siete galeones de oro por su varita y el señor Ollivander los acompañó hasta la puerta de su tienda.,Pagó
"Tal vez tenía algo que ver con eso de vivir en una oscura alacena, pero Harry había sido siempre flaco y muy bajo para su edad. Además, parecía más pequeño y enjuto de lo que realmente era, porque toda la ropa que llevaba eran prendas viejas de Dudley, y su primo era cuatro veces más grande que él. Harry tenía un rostro delgado, rodillas huesudas, pelo negro y ojos de color verde brillante. Llevaba gafas redondas siempre pegadas con cinta adhesiva, consecuencia de todas las veces que Dudley le había pegado en la nariz. La única cosa que a Harry le gustaba de su apariencia era aquella pequeña cicatriz en la frente, con la forma de un relámpago. La tenía desde que podía acordarse, y lo primero que recordaba haber preguntado a su tía Petunia era cómo se la había hecho.",flaco
"—No voy a quemar la casa —dijo Harry, pero no le escucharon.",escucharon
"Harry desdobló otra hoja, que no había visto la noche anterior, y leyó:",desdobló
"Quirrell chasqueó los dedos. Unas sogas cayeron del aire y se enroscaron en el cuerpo de Harry, sujetándolo con fuerza.",chasqueó
"—¡Le exijo que se vaya enseguida, señor! —dijo—. ¡Esto es allanamiento de morada!",exijo
"—No te preocupes por eso —dijo Hagrid, poniéndose de pie y golpeándose la cabeza—. ¿No creerás que tus padres no te dejaron nada?",creerás
"—La muñeca fracturada —la oyó murmurar Harry—. Vamos, muchacho... Está bien... A levantarse.",fracturada
"—Olfatea por ahí, mi tesoro. Pueden estar escondidos en un rincón.",Olfatea
"—Así que teníamos razón, es la Piedra Filosofal y Snape trata de obligar a Quirrell a que lo ayude a conseguirla. Le preguntó si sabía cómo pasar ante Fluffy y dijo algo sobre el «abracadabra» de Quirrell... Eso significa que hay otras cosas custodiando la Piedra, además de Fluffy, probablemente cantidades de hechizos, y Quirrell puede haber hecho algunos encantamientos anti-Artes Oscuras que Snape necesita romper...",obligar
"—¡SHHHH! —dijo Hagrid otra vez—. Mirad, venid a verme más tarde, no os prometo que os vaya a decir algo, pero no andéis por ahí hablando, los alumnos no deben saber nada. Van a pensar que yo os lo he contado...",SHHHH
—¿Quiere escribirlo? —sugirió Harry.,escribirlo
"—Hermione Granger, por esto Gryffindor perderá cinco puntos —dijo la profesora McGonagall—. Estoy muy desilusionada por tu conducta. Si no te ha hecho daño, mejor que vuelvas a la torre Gryffindor. Los alumnos están terminando la fiesta en sus casas.",perderá
"—Sí, sí, es todo muy triste, pero domínate, Hagrid, o van a descubrirnos —susurró la profesora McGonagall, dando una palmada en un brazo de Hagrid, mientras Dumbledore pasaba sobre la verja del jardín e iba hasta la puerta que había enfrente. Dejó suavemente a Harry en el umbral, sacó la carta de su capa, la escondió entre las mantas del niño y luego volvió con los otros dos. Durante un largo minuto los tres contemplaron el pequeño bulto. Los hombros de Hagrid se estremecieron. La profesora McGonagall parpadeó furiosamente. La luz titilante que los ojos de Dumbledore irradiaban habitualmente parecía haberlos abandonado.",domínate
"—Tres arriba... dos horizontales... —murmuraba—. Correcto. Un paso atrás, Harry.",horizontales
"—Eh... Petunia, querida, ¿has sabido últimamente algo sobre tu hermana?",querida
"Cada vez que uno de sus hombres perdía, las piezas blancas no mostraban compasión. Muy pronto, hubo un grupo de piezas negras desplomadas a lo largo de la pared. Dos veces, Ron se dio cuenta justo a tiempo para salvar a Harry y Hermione del peligro. Él mismo jugó por todo el tablero, atrapando casi tantas piezas blancas como las negras que habían perdido.",compasión
"—Sí —dijo la profesora McGonagall—. Y yo me imagino que usted no me va a decir por qué, entre tantos lugares, tenía que venir precisamente aquí.",imagino
"El bosque estaba oscuro y silencioso. Después de andar un poco, vieron que el sendero se bifurcaba. Harry, Hermione y Hagrid fueron hacia la izquierda y Malfoy, Neville y Fang se dirigieron a la derecha.",bifurcaba
"—Todavía no vamos a practicar con la snitch —dijo Wood, guardándola con cuidado en la caja—. Está demasiado oscuro y podríamos perderla. Vamos a probar con unas pocas de éstas.",guardándola
—¿Eso crees? —preguntó el chico en tono burlón—. ¿Por qué está aquí contigo? ¿Dónde están tus padres?,burlón
—¿Tú tienes escoba propia? —continuó el muchacho.,escoba
"«Y ésa es tía Petunia llamando a la puerta», pensó Harry con el corazón abrumado. Pero todavía no abrió los ojos. Había sido un sueño tan bonito...",abrumado
"HARRY nunca había creído que pudiera existir un chico al que detestara más que a Dudley, pero eso era antes de haber conocido a Draco Malfoy. Sin embargo, los de primer año de Gryffindor sólo compartían con los de Slytherin la clase de Pociones, así que no tenía que encontrarse mucho con él. O, al menos, así era hasta que apareció una noticia en la sala común de Gryffindor; que los hizo protestar a todos. Las lecciones de vuelo comenzarían el jueves... y Gryffindor y Slytherin aprenderían juntos.",detestara
"—Este espejo es la llave para poder encontrar la Piedra —murmuró Quirrell, dando golpecitos alrededor del marco—. Era de esperar que Dumbledore hiciera algo así... pero él está en Londres... Cuando pueda volver, yo ya estaré muy lejos.",golpecitos
"En el bote hacía un frío terrible. El mar congelado los salpicaba, la lluvia les golpeaba la cabeza y un viento gélido les azotaba el rostro. Después de lo que pareció una eternidad, llegaron al peñasco, donde tío Vernon los condujo hasta la desvencijada casa.",salpicaba
"En cuanto Harry estuvo de nuevo en su cama, se le ocurrió pensar que tal vez Dumbledore no había sido sincero. Pero es que, pensó mientras sacaba a Scabbers de su almohada, había sido una pregunta muy personal.",personal
"La primera verdadera impresión llegó cuando el otro caballo fue capturado. La reina blanca lo golpeó contra el tablero y lo arrastró hacia fuera, donde se quedó inmóvil, bocabajo.",capturado
"Cuando los dos negaron con la cabeza, gimió.",negaron
"Durante aquel día, Harry tuvo que esforzarse por atender a las clases. Su mente volvía al dormitorio, donde su escoba nueva estaba debajo de la cama, o se iba al campo de quidditch, donde aquella misma noche aprendería a jugar. Durante la cena comió sin darse cuenta de lo que tragaba, y luego se apresuró a subir con Ron, para sacar; por fin, a la Nimbus 2.000 de su paquete.",esforzarse
"—Eso es porque matar un unicornio es algo monstruoso —dijo Firenze—. Sólo alguien que no tenga nada que perder y todo para ganar puede cometer semejante crimen. La sangre de unicornio te mantiene con vida, incluso si estás al borde de la muerte, pero a un precio terrible. Si uno mata algo puro e indefenso para salvarse a sí mismo, conseguirá media vida, una vida maldita, desde el momento en que la sangre toque sus labios.",precio
"—Buena varita. Pero supongo que la partieron en dos cuando lo expulsaron —dijo el señor Ollivander, súbitamente severo.",partieron
Pero Hagrid simplemente agito la mano.,agito
"Harry lo intentó. No tenía ni idea de lo que estaba buscando el señor Ollivander. Las varitas ya probadas, que estaban sobre la silla, aumentaban por momentos, pero cuantas más varitas sacaba el señor Ollivander, más contento parecía estar.",probadas
"Fue la mejor mañana que Harry había pasado en mucho tiempo. Tuvo cuidado de andar un poco alejado de los Dursley, para que Dudley y Piers, que comenzaban a aburrirse de los animales cuando se acercaba la hora de comer, no empezaran a practicar su deporte favorito, que era pegarle a él. Comieron en el restaurante del zoológico, y cuando Dudley tuvo una rabieta porque su bocadillo no era lo suficientemente grande, tío Vernon le compró otro y Harry tuvo permiso para terminar el primero.",restaurante
—Hasta luego —dijeron Harry y Ron. Los gemelos salieron y cerraron la puerta.,cerraron
"El profesor Flitwick, el de la clase de Encantamientos, era un brujo diminuto que tenía que subirse a unos cuantos libros para ver por encima de su escritorio. Al comenzar la primera clase, sacó la lista y, cuando llegó al nombre de Harry, dio un chillido de excitación y desapareció de la vista.",subirse
"—Nunca podré acordarme de esto —estalló Ron una tarde, arrojando la pluma y mirando por la ventana de la biblioteca con nostalgia. Era realmente el primer día bueno desde hacía meses. El cielo era claro, y las nomeolvides azules y el aire anunciaban el verano.",nomeolvides
"—Lo que sea, pero pelear está contra las reglas de Hogwarts, Hagrid —dijo Snape con voz amable—. Cinco puntos menos para Gryffindor; Weasley, y agradece que no sean más. Y ahora marchaos todos.",agradece
"La semana siguiente pareció alargarse. La noche del miércoles encontró a Harry y Hermione sentados solos en la sala común, mucho después de que todos se fueran a acostar. El reloj de la pared acababa de dar doce campanadas cuando el agujero de la pared se abrió de golpe. Ron surgió de la nada, al quitarse la capa invisible de Harry Había estado en la cabaña de Hagrid, ayudándolo a alimentar a Norberto, que ya comía ratas muertas.",alargarse
—¡AAAUUUGGG!,AAAUUUGGG
"—¿Me van a decir —rugió a los Dursley— que este muchacho, ¡este muchacho!, no sabe nada... sobre NADA?",rugió
"—Entrad —dijo— Atrás, Fang.",Entrad
"Tío Vernon hizo otro ruido extraño, como si hubieran aplastado a un ratón.",ratón
"Sintió que el brazo de Quirrell se iba soltando, supo que estaba perdido, sintió que todo se oscurecía y que caía... caía... caía...",oscurecía
"—¡No se disculpe, mi querido señor, porque hoy nada puede molestarme! ¡Hay que alegrarse, porque Quien-usted-sabe finalmente se ha ido! ¡Hasta los muggles como usted deberían celebrar este feliz día!",disculpe
"Cuando la puerta crujió, oyeron unos gruñidos. Los tres hocicos del perro olfateaban en dirección a ellos, aunque no podía verlos.",hocicos
"El sobre era grueso y pesado, hecho de pergamino amarillento, y la dirección estaba escrita con tinta verde esmeralda. No tenía sello.",amarillento
"Era una visión horrible. Más de tres metros y medio de alto y tenía la piel de color gris piedra, un descomunal cuerpo deforme y una pequeña cabeza pelada. Tenía piernas cortas, gruesas como troncos de árbol, y pies achatados y deformes. El olor que despedía era increíble. Llevaba un gran bastón de madera que arrastraba por el suelo, porque sus brazos eran muy largos.",pelada
"Harry; que podía ver venir un gran berrinche de Dudley, comenzó a comerse el beicon lo más rápido posible, por si volcaba la mesa.",comerse
"—Sí —dijo Quirrell, sin darle importancia, paseando alrededor del espejo para ver la parte posterior—. Me estaba siguiendo, tratando de averiguar hasta dónde había llegado. Siempre había sospechado de mí. Trató de asustarme... Como si pudiera, cuando yo tengo a lord Voldemort de mi lado...",posterior
Malfoy se adelantó al oír su nombre y de inmediato obtuvo su deseo: el sombrero apenas tocó su cabeza y gritó: ¡SLYTHERIN!,SLYTHERIN
"—¿Snape va a ser el árbitro? —Escupió un puñado de barro—. ¿Cuándo ha sido árbitro en un partido de quidditch? No será imparcial, si nosotros podemos sobrepasar a Slytherin.",Escupió
"Harry se quedó con la boca abierta. Los platos que había frente a él de pronto estuvieron llenos de comida. Nunca había visto tantas cosas que le gustara comer sobre una mesa: carne asada, pollo asado, chuletas de cerdo y de ternera, salchichas, tocino y filetes, patatas cocidas, asadas y fritas, pudín, guisantes, zanahorias, salsa de carne, salsa de tomate y, por alguna extraña razón, bombones de menta.",asado
"Ante el peligro de ser alanceado por la punta de un paraguas empuñado por un gigante barbudo, el valor de tío Vernon desapareció otra vez. Se aplastó contra la pared y permaneció en silencio.",alanceado
"—Tres cazadores tratan de hacer puntos con la quaffle, el guardián vigila los aros y los golpeadores mantienen alejadas las bludgers de su equipo —resumió Harry.",vigila
"De pronto se oyó un ruido y el huevo se abrió. La cría de dragón aleteó en la mesa. No era exactamente bonito. Harry pensó que parecía un paraguas negro arrugado. Sus alas puntiagudas eran enormes, comparadas con su cuerpo flacucho. Tenía un hocico largo con anchas fosas nasales, las puntas de los cuernos ya le salían y tenía los ojos anaranjados y saltones.",cría
"—Bueno, yo volví —dijo Hermione—, desperté a Ron (tardé un rato largo) y, cuando íbamos a la lechucería para comunicarnos con Dumbledore, lo encontramos en el vestíbulo de entrada, y él ya lo sabía, porque nos dijo: «Harry se fue a buscarlo, ¿no?», y subió al tercer piso.",tardé
"Hermione Granger estaba agazapada contra la pared opuesta, con aspecto de estar a punto de desmayarse. El personaje deforme avanzaba hacia ella, chocando contra los lavamanos.",lavamanos
"Tío Vernon cogió a Harry por la cintura y lo arrojó al recibidor. Cuando tía Petunia y Dudley salieron corriendo, cubriéndose la cara con las manos, tío Vernon cerró la puerta con fuerza. Podían oír el ruido de las cartas, que seguían cayendo en la habitación, golpeando contra las paredes y el suelo.",cubriéndose
"La señora Dursley había tenido un día bueno y normal. Mientras comían, le informó de los problemas de la señora Puerta Contigua con su hija, y le contó que Dudley había aprendido una nueva frase («¡no lo haré!»). El señor Dursley trató de comportarse con normalidad. Una vez que acostaron a Dudley, fue al salón a tiempo para ver el informativo de la noche.",Puerta
BUM.,BUM
"—Veo que no quieres que te distraiga. Muy bien, la Piedra. El profesor Quirrell no te la pudo quitar. Yo llegué a tiempo para evitarlo, aunque debo decir que lo estabas haciendo muy bien.",distraiga
"Su cara se había puesto verde y, cuando el carro por fin se detuvo, ante la pequeña puerta de la pared del pasillo, Hagrid se bajó y tuvo que apoyarse contra la pared, para que dejaran de temblarle las rodillas.",apoyarse
El sombrero seleccionador,seleccionador
Ron y Hermione se juntaron para dejarle espacio a Hagrid.,dejarle
—Ya lo sé —respondió enfadado—. No me des la lata.,des
—Deberían cambiar las reglas. Flint ha podido derribar a Harry en el aire.,Deberían
El guardián de las llaves,llaves
"Tío Vernon rugió. Empujó a tía Petunia y a Dudley a la otra habitación, lanzó una última mirada aterrorizada a Hagrid y cerró con fuerza la puerta detrás de ellos.",aterrorizada
—¿Es... es verdad? —tartamudeó la profesora McGonagall—. Después de todo lo que hizo... de toda la gente que mató... ¿no pudo matar a un niño? Es asombroso... entre todas las cosas que podrían detenerlo... Pero ¿cómo sobrevivió Harry en nombre del cielo?,asombroso
"—Es cierto, no me he presentado. Rubeus Hagrid, Guardián de las Llaves y Terrenos de Hogwarts.",Terrenos
"—¡Mira! —Hermione cogió un rollo de papel, que estaba cerca de las botellas. Harry miró por encima de su hombro para leerlo:",leerlo
Todos los alumnos deben tener un ejemplar de los siguientes libros:,ejemplar
—Supongo que podemos llevarlo al zoológico —dijo en voz baja tía Petunia—... y dejarlo en el coche...,llevarlo
"Del bolsillo interior de su abrigo negro sacó una caja algo aplastada. Harry la abrió con dedos temblorosos. En el interior había un gran pastel de chocolate pegajoso, con «Feliz Cumpleaños, Harry» escrito en verde.",aplastada
—Oí que te habías ido a vivir con muggles —dijo Ron—. ¿Cómo son?,Oí
"—Que tengas un buen curso —dijo tío Vernon con una sonrisa aún más torva. Se marchó sin decir una palabra más. Harry se volvió y vio que los Dursley se alejaban. Los tres se reían. Harry sintió la boca seca. ¿Qué haría? Estaba llamando la atención, a causa de Hedwig. Tendría que preguntarle a alguien.",torva
"—¿No es precioso? —murmuró Hagrid. Alargó una mano para acariciar la cabeza del dragón. Este le dio un mordisco en los dedos, enseñando unos colmillos puntiagudos.",Alargó
—Voy a llevar la capa invisible —dijo Harry—. Es una suerte haberla recuperado.,haberla
BUM. Llamaron otra vez. Dudley se despertó bruscamente.,Llamaron
—Dame un minuto.,Dame
"Firenze redujo el paso y previno a Harry que tuviera la cabeza agachada, a causa de las ramas, pero no contestó. Siguieron andando entre los árboles y en silencio, durante tanto tiempo que Harry creyó que Firenze no volvería a hablarle. Sin embargo, cuando llegaron a un lugar particularmente tupido, Firenze se detuvo.",redujo
"Una vez por semana, tío Vernon miraba por encima de su periódico y gritaba que Harry necesitaba un corte de pelo. A Harry le habían cortado más veces el pelo que al resto de los niños de su clase todos juntos, pero no servía para nada, pues su pelo seguía creciendo de aquella manera, por todos lados.",creciendo
"Albus Dumbledore no parecía darse cuenta de que había llegado a una calle en donde todo lo suyo, desde su nombre hasta sus botas, era mal recibido. Estaba muy ocupado revolviendo en su capa, buscando algo, pero pareció darse cuenta de que lo observaban porque, de pronto, miró al gato, que todavía lo contemplaba con fijeza desde la otra punta de la calle. Por alguna razón, ver al gato pareció divertirlo. Rió entre dientes y murmuró:",revolviendo
"—Sí, claro, tienes razón —dijo Ron, obligándose a apartar la vista del profesor Flitwick, que sacaba burbujas doradas de su varita, para ponerlas en las ramas del árbol nuevo.",obligándose
Hagrid se escabulló.,escabulló
"Un movimiento en los árboles detrás de Ronan hizo que Hagrid levantara de nuevo su ballesta, pero era sólo un segundo centauro, de cabello y cuerpo negro y con aspecto más salvaje que Ronan.",levantara
"—¿Qué esperabas, nabos? —dijo Ron, volviéndose hacia sus propios paquetes, que eran más numerosos que los de Harry",esperabas
—Pociones Dobles con los de Slytherin —respondió Ron—. Snape es el Jefe de la Casa Slytherin. Dicen que siempre los favorece a ellos... Ahora veremos si es verdad.,Dobles
"—No te preocupes —dijo—. Lo único que tienes que hacer es andar recto hacia la barrera que está entre los dos andenes. No te detengas y no tengas miedo de chocar, eso es muy importante. Lo mejor es ir deprisa, si estás nervioso. Ve ahora, ve antes que Ron.",recto
"Ante esas palabras, Hermione cogió los binoculares de Hagrid, pero en lugar de enfocar a Harry comenzó a buscar frenéticamente entre la multitud.",frenéticamente
"Malfoy miró a Crabbe y Goyle, valorándolos.",valorándolos
—Ése es tu problema —dijo Ron—. Nosotros tenemos que irnos o llegaremos tarde.,llegaremos
"Harry probó, pero tan pronto como levantó el brazo el señor Ollivander se la quitó.",probó
Malfoy dejó escapar un terrible grito y huyó... lo mismo que Fang. La figura encapuchada levantó la cabeza y miró directamente a Harry. La sangre del unicornio le chorreaba por el pecho. Se puso de pie y se acercó rápidamente hacia él... Harry estaba paralizado de miedo.,chorreaba
"Al mismo tiempo, habría apostado doce Piedras Filosofales a que Snape acababa de salir del aula y, por lo que Harry había escuchado, Snape debería estar de mejor humor... Quirrell parecía haberse rendido finalmente.",apostado
"—¡Tengo la snitch! —gritó, agitándola sobre su cabeza; el partido terminó en una confusión total.",agitándola
"EL señor y la señora Dursley, que vivían en el número 4 de Privet Drive, estaban orgullosos de decir que eran muy normales, afortunadamente. Eran las últimas personas que se esperaría encontrar relacionadas con algo extraño o misterioso, porque no estaban para tales tonterías.",vivían
"También tenían exámenes prácticos. El profesor Flitwick los llamó uno a uno al aula, para ver si podían hacer que una piña bailara claqué encima del escritorio. La profesora McGonagall los observó mientras convertían un ratón en una caja de rapé. Ganaban puntos las cajas más bonitas, pero los perdían si tenían bigotes. Snape los puso nerviosos a todos, respirando sobre sus nucas mientras trataban de recordar cómo hacer una poción para olvidar.",prácticos
"Harry y Hermione lo siguieron, saliendo del claro y mirando por encima del hombro a Ronan y Bane, hasta que los árboles los taparon.",taparon
—Mi madre siempre se olvida de que no me gusta la carne en conserva.,olvida
Porque soy el Sombrero Pensante.,Pensante
"Antes de que Ron pudiera decir nada más, Hermione había desaparecido. Ron volvió a enfocar a Harry. La escoba vibraba tanto que era casi imposible que pudiera seguir colgado durante mucho más tiempo. Todos miraban aterrorizados, mientras los Weasley volaban hacía él, tratando de poner a salvo a Harry en una de las escobas. Pero aquello fue peor: cada vez que se le acercaban, la escoba saltaba más alto. Se dejaron caer y comenzaron a volar en círculos, con el evidente propósito de atraparlo si caía. Marcus Flint cogió la quaffle y marcó cinco tantos sin que nadie lo advirtiera.",vibraba
"—¿Ah, el pequeñito Ronnie tiene algo en su naricita? —dijo uno de los gemelos.",naricita
"—No... Charlie, tu hermano. En Rumania. Estudiando dragones. Podemos enviarle a Norberto. ¡Charlie lo cuidará y luego lo dejará vivir en libertad!",Estudiando
"Marcharon cruzando el oscuro parque. Neville comenzó a respirar con dificultad. Harry se preguntó cuál sería el castigo que les esperaba. Debía de ser algo verdaderamente horrible, o Filch no estaría tan contento.",Marcharon
"—Oh —suspiró Ron, cuando la escoba rodó sobre la colcha de la cama de Harry.",rodó
—He venido a entregar a Harry a su tía y su tío. Son la única familia que le queda ahora.,venido
—¿Cómo se las arreglan exactamente para seleccionarnos? —preguntó a Ron.,seleccionarnos
"—Te vemos más tarde, entonces —dijo Harry",vemos
"A la mañana siguiente, Harry se despertó a las cinco, tan emocionado e ilusionado que no pudo volver a dormir. Se levantó y se puso los tejanos: no quería andar por la estación con su túnica de mago, ya se cambiaría en el tren. Miró otra vez su lista de Hogwarts para estar seguro de que tenía todo lo necesario, se ocupó de meter a Hedwig en su jaula y luego se paseó por la habitación, esperando que los Dursley se levantaran. Dos horas más tarde, el pesado baúl de Harry estaba cargado en el coche de los Dursley y tía Petunia había hecho que Dudley se sentara con Harry, para poder marcharse.",ilusionado
